COUNTRY,DATE,AUTHOR,PLATFORM,matched_keyword,TITLE,TEXT,post_reco,comment_text,comment_up,__source_file,judgment,evidence_source,특이사항시 체크
KOREA,2021-10-24,Unknown,FMkorea,설거지,근데 진짜 여러분 식세기 사세요,돈아까워서 사는거 반대했었는데\n진짜 신세계임\n식사하고 설거지하느라 누군가의 시간을 안버려도 되서 좋고 요리할때 설거지느는거 걱정안해도 되서 좋음\n요리 자주 하시는 분들은 진짜 삶의 질 달라지는 거 느끼실거임,10,유가$100\n저도 같은건데 대만족ㅋㅋㅋ,0,FM주식_kw1.csv,no,title,
KOREA,2018-03-24,124.56,DCinside,설거지,내가 쓴 그릇만 설거지하는거 정신병이냐?,남이 쓴거 싱크대에 쳐박아놓고 따로 하는데,0,ㄴ,0,DC_new6_kw1.csv,no,title,
KOREA,2024-04-21,보드람치킨,MLBPark,설거지,음식 냉동실에서 나온 술안주로 가볍게 시작,"18시 지났으니 모 ㅋㅋ
비비고 군만두 프라이팬에서 둘둘 굴리고 이제 시작합니다.
군만두는 진짜 힘들어요. 다신 안해야지 하면서도 굴리네요.
독거노친네라 기름 설거지 귀차나서 일회용 종이 그릇으로
비비고는 군만두도 맛있네요.
에어프라이어 사야하나..
추천
0
공유",0,술은 뭘로 시작인가요,0,MLB_전체_KW1.csv,no,text,
KOREA,2021-10-28,ㅇㅇ (223.62),DCinside,설거지,의대? 줘도 안감 ㅇㅇ,의대가봤자 설거지나 하잖음 ㅇㅇ - dc official App,0,그릇도 안옴,0,DC_new10_kw1.csv,no,text,혐오?
KOREA,2024-11-06,한화이불스,MLBPark,설거지,라면대학 새벽반 흙수저 누렁이 전형,"집에 우거지해장국 포장해와서 먹다 남은게 있었습니다. 해장국 냄비에 물400미리정도 추가하고 농심 김치사발면 뜯어서 스프를 넣고 팔팔 끓여주었습니다. 설거지 하기 힘드니 걍 사발면에 부었습니다. 왈왈
추천
9
공유",9,이렇게 하는거 생각보다 맛있음,0,MLB_전체_KW1.csv,no,text,
KOREA,2019-06-24,ㅇㅇ (121.157),DCinside,설거지,아 씨발 동생새끼떄문에 스트레스 진짜 존나게받는데 우쨰해야댐?,"이 씨발련 지가 졸라서 산 강아지 산책도 안시키고 엄마가 사정사정해서 나간게 꼴랑 15분하고 돌아와선 ""꼬우면 니가 시키든가"" 이뻐하기는 하면서 강아지가 싼똥은 1시간넘게 들고있기 힘든가보지 씨발새끼 지가 처먹은 그릇 자꾸 지가 안썻다고 우기고 설거지 엄마나 나한테 미루고 빨래도 지가 제일많이 화장실 사용하면서 하나도 안도와주고 쓰레기 분리수거도 개씨발련이 단한번도 지가 나서서 하질않음 진짜 개빡치네 이 씨발새끼",0,참교육,0,DC_new8_kw1.csv,no,text,
KOREA,2024-12-01,채근담,MLBPark,설거지,음식 파스타 냄비 써보신분 있나요?,"저녁식사는 오늘 점심에 감바스하고 남은거에 파스타면 삶아서 볶아 먹었거든요
파스타면이 처음 냄비안에 잘 안들어가서 면 끝이 타고
그래서 파스타면 전용냄비 보고 있는데
이거 설거지 등등 활용성 있나요?
혹시 파스타면 냄비안에 잘들어가게 하는 비결있으시면
노하우 공유 좀 부탁드립니다.
추천
0
공유",0,서울9단 처라리 이게 나음 저 구멍사이로 면끼면 딘짜 개빡침,0,MLB_전체_KW1.csv,no,title,
KOREA,2021-10-26,교강용,MLBPark,설거지,일상 요즘 식기세척기 성능이 어떤가요? (예제 있음),"식기, 수저, 주걱에 말라붙어있는 딱딱한 밥풀.
찌개 끓이다 냄비 벽에 가득 낀 말라붙은 고춧가루, 양념 및 기름.
양념갈비로 반쯤 태우다시피한 스테인리스 프라이팬. (코팅팬X)
떡볶이떡이 바닥에 눌어붙은 철제 웍.
이런거 모조리 완벽하게 제거되는지 궁금합니다.
요리와 식사 후 반나절 방치한 뒤에 애벌설거지나 잔여물제거 없이 그대로 때려넣는 기준입니다.
1. 아무리 기술이 발달했어도 저런 건 안 된다.
2. 2시간짜리 뜨거운물 풀코스 돌려야 가능
3. 1시간짜리 평범한 코스로 가능
4. 30분 코스로도 OK
5. 기타
추천
0
공유",0,식기세척기는 평범한 설겆이를 하는 기계입니다. 위의 예시들은 정말로 한두달에 한번 정도 나올만한 것들인데요. 꼼꼼히 박박 닦을 정도는 대충 쇠수세미로 정리만한다면 사람손보다 깨끗한정도로 나옵니다. 보통은 물에 한번 휘휘 행구고 식세기에 넣으면 평범한 코스로 1시간정도면 완료됩니다.,0,MLB_전체_KW1.csv,no,title,
KOREA,2020-07-08,노르웨의 숲 (121.130),DCinside,설거지,근데 라면 끓이고 왜 냄비째로 안 먹고 그릇에 담아 먹어?,그럼 설거지 두배가 되잖아 냄비째 먹으나 그릇에 담아 먹으나 맛은 똑같지 않아?,1,해당 댓글은 삭제되었습니다.,0,DC_new9_kw1.csv,no,title,
KOREA,2025-04-09,신드바드,MLBPark,설거지,음식 대전은 학교 조리원들 태업으로 이슈네요,"‌대전 모 중학교에서 미역국을 나가야되는데
미역이 잘른미역이 아니라고
그거 잘르기 구찮다고
미역 없이 고기만 끓여서 미역이 나갔다네요ㅋㅋㅋ
모 고등학교에서는
국그릇 쓰면 설거지 하기 귀찮다고
급식을 거부ㄷㄷㄷ
추천
0
공유",0,근데 국그릇 쓰는 급식이 있어요? 한번도 못봤음,0,MLB_전체_KW1.csv,no,text,
KOREA,2023-09-05,보라둥이7,MLBPark,설거지,문화 집안일 중 가장 하기 싫은 일이 무엇인가요?,"‌
저는 설거지....... 결벽증 있는지 그릇 하나도 꽤 걸리는...
추천
0
공유",0,빨래널기 ㅋㅋ 다들비슷하군요,0,MLB_전체_KW1.csv,no,text,
KOREA,2024-12-01,채근담,MLBPark,설거지,음식 파스타 냄비 써보신분 있나요?,"저녁식사는 오늘 점심에 감바스하고 남은거에 파스타면 삶아서 볶아 먹었거든요
파스타면이 처음 냄비안에 잘 안들어가서 면 끝이 타고
그래서 파스타면 전용냄비 보고 있는데
이거 설거지 등등 활용성 있나요?
혹시 파스타면 냄비안에 잘들어가게 하는 비결있으시면
노하우 공유 좀 부탁드립니다.
추천
0
공유",0,전 그냥 큰 웍으로 합니다. 혼자 지내시면 파스타면보다 푸실리로 요리 하시는 것도 괜찬항요~,0,MLB_전체_KW1.csv,no,title,
KOREA,2022-04-09,신분당선연장,MLBPark,설거지,일상 캠핑 자주하시는분 계신가요?,"한달에 한번씩 캠핑을 해볼까합니다.
반드시 갖춰야할 아이템이 뭐가 있을까요?
그라운드시트. 텐트. 자충매트. 담요. 침낭. 랜턴.
테이블. 의자. 설거지통. 바비큐그릴은 있고
저에게 없는 물품중에
반드시 필요한 물품이 있을까요?
추천
0
공유",0,코펠.버너.전기릴선,0,MLB_전체_KW1.csv,no,text,
KOREA,2025-03-16,현수야이거좀만져봐,MLBPark,설거지,문화 직장생활하면서 깨달은 비정한 문화들,"‌1. 내것을 요만큼 양보하면 상대받도 어느정도 양보하겠지?
아님. 내것을 요만큼 양보하면 만만한 놈이라 보고 한움큼 더 뺏어감. 이후로도 계속 뺏어감
2. 성실하게 일하면 다 알아주겠지?
반만 맞음. 성실한거 다 알게 되긴 하는데, 말잘하고 잘나대는 놈이 내가 한 일 공을 다 가져감
나는 그냥 일꾼 됨
3. 찐빠난거 걱정해도 무의미
하늘이 무너져라 걱정하는거 의미없고 그시간에 열심히 욕처먹고 설거지하다보면 대충 회복됨
자기비하 무쓸모.
4. 기한내에 절대 못할거 같이 쌓인 일?
설거지 그릇 쌓인거 하나씩 닦고 치운다 생각하고 하다보면 다 됨.
3번하고도 겹치는 면이 있는데..
일단 발담그고 시작하면 조직중에 누가 돕기도 하고 아니기도 하고
암튼 빨리 발담그는게 제일 빠름
추천
56
공유",56,공감가네요ㅋ,0,MLB_전체_KW1.csv,no,text,
KOREA,2022-03-29,Unknown,FMkorea,설거지,"중대재해법에… 설거지하다 허리 다칠라, 보조 싱크대 설치","https://n.news.naver.com/mnews/article/023/0003681711?sid=100
법이 저래서 하긴해야 하는데
어느 의미로 행정력 낭비같은데",1,,0,FM정치_kw1.csv,no,title,
KOREA,2023-12-15,Unknown,FMkorea,설거지,부지런한 사람은 밥먹고 설거지를한다고하지?,"설거지하러갑니다
해야 밥할수있음",10,설거지머신,1,FM자유_kw1.csv,no,title,
KOREA,2018-07-26,ㅇㅇ (175.223),DCinside,설거지,독거 한남충 아침밥 평가좀,밥은 끼니때마다 냄비에 해서 설거지 귀찮아서 대충 먹는다 출근하기 싫노...,0,잘쳐먹노,0,DC_new7_kw1.csv,no,text,
KOREA,2022-09-12,결혼꼭한다,MLBPark,설거지,음식 요즘 정도 날씨에 국을 1주일정도 놓아놓고 먹으려니,"쉰내나던데 1인 자취생은 국같은거 많이 하면안되나여?
마트떡볶이도 사서먹다가 냄비위에 두고 여름에 그담날 먹으려니 상태가 안좋던데
2끼정도로 먹고 설거지하게끔?
아니면 냄비를 냉장고에 두어야되나요
심지어 밥도 100시간넘어가니까 시큼한 냄새나서 버렸음
추천
0
공유",0,밥 100시간 ㄷㄷㄷㄷㄷㄷㄷㄷ  요즘은 용기도 싼 거 많은데 쿠팡에서 죽용기라고 검색하면 50개 2만원 이런 상품 있으니까 사서 쓰세요 전자렌지 사용 됩니다 다회용이까 몇번 쓰다 분리수거로 버리면됩,0,MLB_전체_KW1.csv,no,text,
KOREA,2020-11-29,삐약삐약,DCinside,설거지,아니 근데 냄비에다 해먹으면 설거지 존나 귀찮지않노?,,0,,0,DC_new9_kw1.csv,no,title,
KOREA,2025-06-14,Unknown,FMkorea,설거지,나는 서클을 담을 그릇이못되는구나,ㅋㅋㅋ 어제 프장 109에 내렸는데\n계속 설거지 생각나서 심리에서 밀렸다잉,3,게삽쫄보 ㅊㅊ,1,FM주식_kw1.csv,no,text,파생
KOREA,2021-01-31,ㅇㅇ (111.65),DCinside,설거지,ㄴ 60먹은 노모가 설거지 알바 끝나고 와서 하는 말,,0,,0,DC_new9_kw1.csv,no,title,
KOREA,2023-12-15,미향좌,MLBPark,설거지,뻘글 훈련소에서 식판 빨래 비누로 설거지 하신분들 계시나요,"06군번인데 당시 훈련소에서 세제없어서 빨래비누로 설거지했는데 주방세제 보급도 못할정도로 우리나라가 못사는것도 아니고참...
추천
1
공유",1,빨래비누 + 초록수세미 반뼘 사이즈,0,MLB_전체_KW1.csv,no,text,
KOREA,2022-04-19,댓글수집,MLBPark,설거지,일상 식당 음식 재사용하는지 한번에 보는법..txt,"맛집매냐입니다 맛집 별거없습니다 좋은식재료 위생깔끔하면 맛집이죠
직원이 상 치우는거만 보면됩니다
반찬그릇에 반찬을 한군데로 안모으고 그냥 가져간다 or 일부버리고 일부만 가져간다
100% 재사용입니다
본인이 설거지담당이나 주방보조라고 생각해보세요,
반찬그릇 6-7개에 반찬 그대로 담아오면 좋아하나요 , 재사용안하는집은 자리 치울때
한곳으로 반찬 모읍니다- 이것만 보세요-
제가 요리쪽 일하지만 팩트는 진ㅉ ㅏ재사용하는곳 무지많습니다..
밖에선 왠만해선 검증안된곳 안가요
불페너들의 위생을 위하며=
추천
0
공유",0,손님 보는 데서 남은 반찬 모으는 것도 그닥 비싸 보이는 행동은 아니라서...,0,MLB_전체_KW1.csv,no,text,
KOREA,2020-07-08,노르웨의 숲 (121.130),DCinside,설거지,근데 라면 끓이고 왜 냄비째로 안 먹고 그릇에 담아 먹어?,그럼 설거지 두배가 되잖아 냄비째 먹으나 그릇에 담아 먹으나 맛은 똑같지 않아?,1,내가설거지하면 냄비에먹음,0,DC_new9_kw1.csv,no,text,
KOREA,2022-08-27,Unknown,FMkorea,설거지,하룻밤만에 4천 넘게 잃고 일당 9만원 설거지 알바 꾸역꾸역 나가는 내 인생이 레젼드,"난 원래 토요일을 제일 싫어함. 야간근로 끝나고 쉬지않고 주말 알바 가야하는 날이거든.\n하지만 그중에서도 참 오늘은 참..\n하룻밤에 4,5천 잃고 9만원 벌겠다고 꾸역꾸역 발걸음을 옮기는게..\n우습다 우스워 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ",88,기막힌타이밍\n그럴수만 있다면 지금 빨개벗고 딸을 치겠습니다!,1,FM주식_kw1.csv,no,title,
KOREA,2021-10-27,ㅇㅇ (220.88),DCinside,설거지,설거지 그릇 깨부순 대현자..jpg,ㄹㅇ... 괜히 호카게 된게 아님... 그저... 대 황 토,108,나루토 입장에서도 보면 사쿠라 보다 히나타가 좋은게 자길 좋아 해주는것도 있지만 중요한건 히나타 집안이 엄청 좋다는 거임 거기다 나루토 세계관 3대 눈깔중 하나인 백안이 히나타 집안인데 거기다 히나타는 당주 큰딸이여서 주인도 없음 사촌인 네지가 마빡이 주인 박혀있는데,0,DC_new10_kw1.csv,no,title,너무 특수 내용이라 빼는게 나아보임
KOREA,2018-08-24,ㅇㅋ (175.223),DCinside,설거지,요즘 무조건 거르는.... 배달음식집...jpg,"좆회용 용기' 이거 쓰는 새끼들 집은 무조건 거름 좆회용 용기 쓰는 이유가 그냥 지들 설거지, 그릇 수거 귀찮으니까 직무유기하고 손님한테 모든 책임 떠넘기는거 그 이상 그 이하도 아님. 게다가 거의 대부분의 음식점은 배달비에 최소배달 조건까지 내걸고 판매하고 있어서 대부분 15000은 넘어감. 근데 좆회용 용기? 씹창렬이나 다름없음 걍 장사할 마음이 없다는거 ㅇㅇ 차라리 그릇 씻어서 주는게 낫지 일회용 그릇 쓰면 건강에도 수십배 안좋음 플라스틱 써서 환경에도 안좋고 이거 쓰는 집은 절대 시키지마라 돈낭비 ㅇㅇ",330,그럼 사기그릇에 배달하냐?,0,DC_new7_kw1.csv,no,text,
KOREA,2021-10-24,Unknown,FMkorea,설거지,설거지를 할때는,싱크대까지 설거지하는 그릇이라고 생각하고 설거지루틴이 넣어야함\n드럽게 느리고 이렇게하면 가족들조차 미쳤냐하지만ㅋ\n실크대 물기를 보통 행주로 닦고 극세사 행주로 한번 더 닦음.\n주기적으로 광을 내줘야 하는데 베이킹소다 세제등으로 유막을 벗기고 기름을 바르는데 식용유는 좀 그렇고 연마 성분이 있는 비싼 인덕션 세제(말이 세제지 연마제+기름) 사용해서 어깨가 빠지게 광을 내주면 2-3주는 비슷한 광을 유지할 수 있구\n물론 설거지를 평소에 잘하고 물기를 완벽하게 닦아야 유지됨\n다른 청소는 잘 안함.\n싱크대 기스는 어머니가 놔둔 수세미를 실수로 썼는데 부드럽게 생겼는데 강도가 쇠수세미 정도였음 ㅠㅠ 스텐레스에 기스라니 망\n어떠냐 진짜 설거지란 이런 것이다,36,핥아도 될듯,0,FM주식_kw1.csv,no,text,
KOREA,2025-06-01,아싸기분조,MLBPark,설거지,뻘글 이시언 군대에서 설거지 비누로 한게 말이 되나요?,"‌저도 세제로 했는데?
97군번인데
수세미썼는데
이시언은 쇼파 뜯어서 썼다네요
추천
0
공유",0,군생활 내내 그냥 물에 손으러 닦고 그게 끝 가끔 비누 있으면 쓰고..,0,MLB_전체_KW1.csv,no,text,
KOREA,2025-11-19,Unknown,FMkorea,설거지,여태까지 세탁세제로 설거지 해왔네 ㅆㅂㅋㅋ,액체세제 큰 통에 담긴 거 당연히 설거지용인 줄 알고 세제통에 소분해서 써왔는데 다 쓴 거 재활용 버릴라거 봤더니 세탁 빨래용 써있음ㅋㅋ 그릇 뽀독뽀독하이 닦았으니까 상관 없겠지 머 뒤지기야 하겠나,7,계면활성제라 세척만잘했음 문제노,0,FM주식_kw1.csv,no,title,
KOREA,2024-05-17,5x20,MLBPark,설거지,음식 일본의 1인용 밥솥.jpg,"쌀 넣고 물만 넣으면 되고
밥솥겸 밥그릇이라 설거지는 한 번만 하면 된다네요
매끼니 갓지은 밥 먹을 수 있다고
추천
30
공유",30,걍 햇반먹으면 될듯ㅋㅋ,0,MLB_전체_KW1.csv,no,text,
KOREA,2025-10-01,Unknown,FMkorea,설거지,계란후라이 먹고 후라이팬 설거지 하세요?,"전 지금까지 그냥 키친타올로만 깨끗하게 닦았는데
이거 세제써서 설거지 하시나요?",9,케바케,1,FM자유_kw1.csv,no,text,
KOREA,2022-09-04,스카이맨1,MLBPark,설거지,억대연봉 노총각 식기세척기 사용 후기.txt,"건더기만 덜어내고
그릇 정리해서 넣고 돌리니
설거지 노동 해방 확실히 좋네요
눌러서 달라붙은건 잘 안떼져서 떼고 돌려야하긴하는데
그래도 삶의질 급등하네요
강추
추천
1
공유",1,식세기는 두개가 진리임 하나 더 사세요,0,MLB_전체_KW1.csv,no,title,
KOREA,2018-11-22,ㅇㅇ (122.35),DCinside,설거지,엄마 설거지시키네 씨발년 ㅋㅋㅋㅋㅋ,ㅋㅋㅋ,0,,0,DC_new7_kw1.csv,no,title,
KOREA,2022-05-22,ㅇㅇ (220.122),DCinside,설거지,털바퀴 설거지 ㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋ,0,,0,DC_new10_kw1.csv,no,title,
KOREA,2021-08-22,☃☃ (211.221),DCinside,설거지,설거지해.,,0,ㅇ,0,DC_new10_kw1.csv,no,title,
KOREA,2018-07-15,TVN,DCinside,설거지,아 설거지하다 야물농장 다끝나게 생겼네 ㅡㅡ,ㅇㅇ,0,,0,DC_new7_kw1.csv,no,title,
KOREA,2025-12-29,Unknown,FMkorea,설거지,설거지 고고 ...,.....,13,애초에 깨끗이 핥아먹으면 된다,1,FM자유_kw1.csv,no,title,
KOREA,2021-10-23,ㅇㅇ (175.208),DCinside,설거지,근데 설거지가,지방거지보단 낫다,0,,0,DC_new10_kw1.csv,no,title,
KOREA,2022-03-09,ㅇㅇ (117.111),DCinside,설거지,와 씨발 계속보다가 설거지하고오니까 노짱지나감,,0,,0,DC_new10_kw1.csv,no,title,
KOREA,2021-10-30,아도비스,DCinside,설거지,설거지시키노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,0,,0,DC_new10_kw1.csv,no,title,
KOREA,2021-10-24,ㅇㅇ (123.109),DCinside,설거지,ㄹㅇ 설거지ㅋㅋ,ㅇ - dc official App,0,,0,DC_new10_kw1.csv,no,title,
KOREA,2020-11-04,Unknown,FMkorea,설거지,오늘 설거지 당번이에요,잉,13,"파인에플갓꼬북
😠",1,FM자유_kw1.csv,no,title,
KOREA,2021-08-08,ㅇㅇ (223.39),DCinside,설거지,설거지가 두렵지는 않다 다만,솔직히 설거지가 두렵네,0,귀엽네 임티,0,DC_new10_kw1.csv,no,title,
KOREA,2023-01-02,Unknown,FMkorea,설거지,설거지 끝,굿굿,9,"카리나
직접 하세요",1,FM자유_kw1.csv,no,title,
KOREA,2020-12-25,Unknown,FMkorea,설거지,설거지 하러갈거야,흑흑,10,다하고검사받아,1,FM자유_kw1.csv,no,title,
KOREA,2021-03-19,ㅇㅇ (118.218),DCinside,설거지,엄마랑 가능하면 개추,"""설거지""",0,,0,DC_new10_kw1.csv,no,text,
KOREA,2020-03-14,Unknown,FMkorea,설거지,요리하면 단점,설거지 할게 너무 많아요..,13,"릭돔
짱감사해요",1,FM자유_kw1.csv,no,text,
KOREA,2025-05-19,Unknown,FMkorea,설거지,아니 근데 설거지를 진짜 님들이 해요????,왜?,16,불효자새끼,1,FM자유_kw1.csv,no,title,
KOREA,2022-01-03,삐약삐약,DCinside,설거지,설거지ㅋㅋㅋ,,0,,0,DC_new10_kw1.csv,no,title,
KOREA,2025-09-29,Unknown,FMkorea,설거지,설거지완료,"하면서 4세트가 끝났군 동점
5세트 시작",9,ㅅㅅ,1,FM자유_kw1.csv,no,title,
KOREA,2022-04-26,스나이퍼갑 (211.197),DCinside,설거지,사진 한장으로 혈압 올릴 수 있는 방법,"요약: 1짤은 ""남혐이 가득한~"" ㅇㅈㄹ이고 2짤은 바람핀년도 위자료 받을 수 있다고 선동하는 짤 한녀와의 결혼은 마지막에 먹은놈이 하는 설거지 한녀랑 586 딜러새끼들은 우리랑 같은 동료시민이 아니다 한녀와의 유사결혼 후 이혼하는 것은 도축당하는 것이다 여기 나라 아니다 ㅅㅂ 독립 왜했노? ㅈ같은 한녀민국 ㅉㅉ 한녀 가성비: ""해줘""세대, 가스라이팅 ㅈ됨, 친자불일치 40퍼, 낙태 150만명, 스시녀보다 가슴작은 소슴소젖에 허리둘레 8cm 두꺼움, 한남 성병 5배, 스시녀 대비 성무고 500배, 결혼 시 3천 미만 들고옴, 전업주부 어린이집 이용률 개 씹높음, 대다수가 무쌍에 좆같이 생김, 원정성매매 세계 2위, 10000명 중 9999명이 꼴페미&페미에 묻어감, 군대 비하, 감사지수 수치 세계 최저통계, 물질만능주의, 우울지수 세계 최고 통계, 세계유일 출산후 산후조리원 입원 성매매(유사성매매포함) 를 해본경험이있다 63.4% 그저... 대단하다! K-정자수집기!!!",552,바람피고도 위자료 받는거 ㄹㅇ 현실임 야나갑 말대로 기울어진 법전이라,0,DC_new10_kw1.csv,misogyny,text,
KOREA,2021-10-29,ㅇㅇ (223.39),DCinside,설거지,설거지남 오열... 제대로 뼈때려버리는 만화......jpg,"""그래도 행복하시죠?""",587,니 주변 아재랑 친하질 않아서 그래. 친해진다음 술자리에서 결혼생활 어떠냐고 물어보면 바로 각나옴.,0,DC_new10_kw1.csv,misogyny,title,
KOREA,2022-03-05,스나이퍼갑 (211.197),DCinside,설거지,주갤문학) 마장동탄 도축론 ㄷㄷㄷㄷㄷㄷ,"대충 간단 요약 한녀와의 결혼은 마지막에 먹은놈이 하는 설거지 수준에서 그치지 않고 밑짤에 나오듯이 소새끼마냥 도축당한다는 내용 ㅇㅇ 글이 ㅈㄴ 길어도 앵간하면 다 읽어보는거 추천한다 왜? 썅년부 모니터링단 한녀 씹새끼들이 주갤 도축론 념글 싹 짜르고 있어서 가져와봤음 이게 딜이 존나 극딜 수준으로 박힌다는 반증이거든 ㄹㅇ 이것도 실베 갈때까지 복습업처럼 시간 날때마다 올릴 예정이다 실베 꼭 갈수있게 많은 호응 간절히 앙망한다 이기 도축을 피해 도망가는 한남.. 결국 다시 잡혀서 도축당하러 감(이혼소송 가정법원) 도축장(가정법원)에서 도축 확정(위자료 지급 판결) 나니까 피눈물 쏟는 모습.... 부동산, 현금, 차, 양육권, 위자료, 부모님 유산 등 알뜰살뜰하게 한남을 도축하는 한녀 어느 한 부위도 빼먹지 않고 알뜰하게 도축하는 한녀의 모습.... 한녀의 피도 눈물도 없는 악랄한 작태를 보고 '아... 전업주부로 살았을 때도 이렇게 알뜰살뜰 했으면 얼마나 좋았을까' 라고 생각하는 한남... 한번 더 강조한다 한녀와의 결혼은 마지막에 먹은놈이 하는 설거지이고 한녀랑 걸레같이 이놈저농 정ㅇ이나 받아내서 낙태를 즐기는 연탄자살, 침수차랑 동급인 한녀 씹새끼들 같은 악성재고 팔아치우는 양아치 쓰레기 586 딜러새끼들은 우리랑 같은 동료시민이 아니다 이혼이라는 명목으로 도축당해서 재산 강탈당하고 싶으면 열심히 한녀 씹새끼들 설거지하렴 병신 흑우 장애 무뇌 물소 야붕이 한남충 새끼들아^^ 내가 ㅆㅂ 이쯤이면 오기가 생긴다 ㄹㅇ 맨날 나보고 여혐충이라고 까는 물소새끼들 보면 이 개새끼들 나중에 한녀 설거지해서 도축당하고 피눈물 흘릴 때 꼭 앞에서 삿대질 하면서 개쪼개주고 싶어서라도 계속 야념올린다 씹새들아 조선족? ㅈ까 씨발 내가 꿈속에서 시진핑이랑 모택동 애미애비 새끼들 6974892 조각으로 토막친게 523518번이야 ㅅㅂ 그저... ㅈ같다! Korean Fucking Cunt!!!",416,소고기를 먹고 소에게 감사하는 사람을 본적이 있나?  - dc App,0,DC_new10_kw1.csv,misogyny,text,
KOREA,2021-10-24,문틀러,MLBPark,설거지,사회 극과 극은 통한다 - 도태남녀들의 특성,"도태남은 설거지 퐁퐁남들 욕하고
도태녀는 흉자련들을 욕하죠
거기다 무슨 말을 해도
귓구멍을 용접했는지 똑같은 말만 반복하구요
성별만 다를 뿐이지 데칼코마니처럼 똑같은 애들입니다.
다들 불쌍하니까 부들부들하면서 글써도
덕담 한마디씩 해주자구요
추천
0
공유",0,여보 쉰소리 그만하고 설거지 끝났으면 가서 음식물쓰레기나 버리고 와,0,MLB_전체_KW1.csv,misogyny,text,
KOREA,2022-04-17,스나이퍼갑 (211.197),DCinside,설거지,검머외나 다름없는 한녀 고백 거절한 한남의 썰,요약 외국에서 돌아온 사회성 제로 개독년 고백 거절했다가 잠깐 곤욕겪고 시마이친 한남의 썰 한녀와의 결혼은 마지막에 먹은놈이 하는 설거지 한녀랑 586 딜러새끼들은 우리랑 같은 동료시민이 아니다 한녀와의 유사결혼 후 이혼하는 것은 도축당하는 것이다 하도 어이가 없어서 말이 안나오노ㅋㅋ 일찍 손절친 그대의 판단에 경의를 표합니다^^ 그저.. 대단하다! K-자폐싸개!!!,512,칼맞고싶냐 ㄹㅇ,0,DC_new10_kw1.csv,misogyny,text,
KOREA,2021-10-24,ㅇㅇ (223.62),DCinside,설거지,설거지론 ㅋㅋㅋㅋㅋㅋ 이와중에 인스타 근황 ㅋㅋㅋㅋ,무수한 커플들의 덧글들이 ㅋㅋㅋㅋㅋㅋㅋ,0,,0,DC_new10_kw1.csv,misogyny,title,내용 추측 불가
KOREA,2021-10-24,ㅇㅇ (218.54),DCinside,설거지,퐁퐁단 1승.....설거지론 반박 떴다......JPG,젊었을때 키 크고 잘생긴 남자랑 불같은 사랑한 것도 맞고 결혼은 못생겼지만 안정적인 남편이랑 한 것도 맞지만 그건 젊었을 때 이리저리 치이다 '사랑의 방식'이 바뀐거지 결코 순진남을 속이려한건 아니라고 함 ㅇㅇ.... 그리고 상대방의 성적 매력은 줄어든게 맞으니까 여자 성욕이 떨어지는건 어쩔수 없다고 하네 ㅇㅇ 뭘 얼마나 치이고 살았길래 사랑의 방식이 그렇게 갑자기 바뀌는진 모르겠다만 퐁퐁단은 일단 사랑받는게 맞다고 하니 안심하자구 ㅇㅇ,2566,"사랑의 방식이 바뀌었겠지 사육 으로 ㅋㅋㅋ
노예를 결혼이라는 울타리에 가두고
돈을 빼먹는거임",0,DC_new10_kw1.csv,misogyny,title,
KOREA,2022-04-26,스나이퍼갑 (211.197),DCinside,설거지,성범죄 무고마인드가 기본으로 탑재되있는 한녀,3줄요약 1. 술에 꼴아버린 한녀를 데리고 모텔간 한남 2. 한녀는 깨고나서 강간 의심하고 개지랄남 3. 까고보니 한남이 한녀 오줌싼거 뒷처리 해준걸 녹음함 한녀와의 결혼은 마지막에 먹은놈이 하는 설거지 한녀랑 586 딜러새끼들은 우리랑 같은 동료시민이 아니다 한녀와의 유사결혼 후 이혼하는 것은 도축당하는 것이다 지가 지 몸가짐 병신같이 해놓고 엄한 사람 의심하는거 봐라 ㅉㅉ 한국년들은 그냥 홀로코스트가 답이다 뭐만하면 성무고로 한남 인생 망칠 생각만 하노ㅋㅋ 내 개인적인 소원이 ㄹㅇ 종북좌파 빨갱이들이랑 한녀들 멸절하는거다 5년 안에 출산률 0.3명까지 떨어졌으면 존나 좋겠음 그저... 지랄났다! K-강간무새!!!,726,섹스도 못하는 남사친은 왜 하는거냐? 존잘남에게는 1초만에 대 줄텐데 오줌싼 속옷 빨아줘도 성폭행의심 ㅋㅋㅋㅋㅋ,0,DC_new10_kw1.csv,misogyny,text,
KOREA,2021-10-26,ㅇㅇ (180.69),DCinside,설거지,설거지론 = 처녀론은 아니지만 순결론은 맞잖아 ㅋㅋ,요즘 시대에 처녀까진 못 바라겠고 최대한 순결했으면 좋겠다는 거 아님? 그게 아니면 과거에 누가 먹었든 무슨 상관임? 내가 좋아서 결혼하겠다는데,0,우기는건니고,0,DC_new10_kw1.csv,misogyny,title,
