COUNTRY,DATE,AUTHOR,PLATFORM,matched_keyword,TITLE,TEXT,post_reco,comment_text,comment_up,__source_file,judgment,evidence_source
KOREA,2022-05-23,선넘는놈,MLBPark,설거지,사회 회사에서 정신나간 꼰대짓 안한다고 따돌림 받는중,"정말 우리 회사 미친것 같습니다.
실상은 니가 미친거 아니냐고 할 수도 있는데 아무리 생각해도 제가 미친건 아니에요.
1 저희회사는 복도, 화장실은 청소부 쓰는데 사무실은 사무실직원들이 합니다.
근데 과장급이 되면 죄다 청소에서 손떼려고 해요.
우리부서 평수가 70평쯤 되는데 제가 손떼면 3명에서 해야합니다.
사무실 쓸고 닦고 화분들에 물주고 뭍받침에 물비우고 가장 웃긴건 윗사람들은 자기 쓰레기통 안비워서 그것까지 비워줘야 합니다.
저도 작년부터 과장됐는데 대리까지 하도 ㅈ같아서 과장되고도 도와주는 형식으로 있습니다.
근데 그거 도와준다고 욕먹고 있는 중입니다. ㅋㅋㅋ
2. 저희회사는 과장이상 개인이 쓰고있는 컵, 텀블러를 말단 여직원들에게 매일 설거지 해와라고 합니다.
저는 이건 암만봐도 미친짓이라 그냥 제가 퇴근하기전 화장실에서 물로 간단하게 씻고
주말에 가져가서 제대로 설거지해서 옵니다.
근데 설거지 안맡긴다고 욕듣고 있습니다 ㅋㅋㅋㅋ
이게 전부 구라같죠?
놀랍게도 자산5000억이상 중견기업에서 벌어지고 있는 일입니다.
그럼 저딴짓 안하면 안하는거지 왜 다른 인간들이 저를 욕하느냐???
니만 잘났다고 그런거 안하기 시작하면 우리만 이상한 인간들 되는거 아니냐?
니 때문에 과장이상급들이 받던 예우들 없어지게 생겼다.
진짜 이러면서 단체로 갈구네요 ^^ 제가 막내과장급이라.
이상하게 우리회사는 같은 30대들도 꼰대나 전체주의적 사고 가진사람들만 넘치네요.
우리 사무실에서 과장이상 중 꼰대아닌사람 저말고 다른 한분있는데 그분도 왕따입니다. ㅋㅋㅋㅋ
그분도 청소도와주다 욕먹는거 본적 있음.
덕분에 둘다 왕따라 둘다 진급은 포기하고 같이 친하게 지내는중입니다.
우릴 왕따야 이러면서 ㅋㅋㅋ
추천
1
공유",1,일제의 만행이 싫은 사람이 죄다 만주로 떠나야 하는 건 아니죠 자기 자리에서 적폐문화를 바꾸는 사람들도 더러 있죠,0,MLB_전체_KW1.csv,no,text
KOREA,2025-09-01,짱구군,MLBPark,설거지,뻘글 혹시 1인가구 식기세척기 돈낭비일까요,"이사가는데 거의 시켜먹기는하는데 이틀치 설거지거리 모아서 한번에 처리하면 편할꺼 같기도하고
거진100만원돈이라 고민되네요
추천
0
공유",0,네,0,MLB_전체_KW1.csv,no,title
KOREA,2018-11-16,ㅇㄴㅁ (14.42),DCinside,설거지,예전 2ch새끼들이 흙수저 집구석,나열한거 존내 웃겼는데... 아버지가 런닝차림이다.... 낮에 갔는데...아버지가 집에 있다 찐득찐득 설거지가 덜된 유리컵에 보리차를 내놓는다 등등 ㅋㅋㅋ,0,슬프지만 정확한거 같은데?,0,DC_new7_kw1.csv,no,text
KOREA,2025-04-04,파란빨간맛,MLBPark,설거지,사회 ‘국 그릇’이 뭐라고…급식 중단에 단축 수업까지,"https://naver.me/IItpVSqN
학교는 안전과 편의를 위해 국그릇 사용해달라 함
조리원들은 식판 외에 용기를 더 쓰면 설거지 업무가 가중된다며 꺼림
학교 측은 조리원 결원을 가정해 '대체 인력'을 쓸 수 있는지 검토
급식 조리원 10명 중 8명이 월요일 오전 돌연 파업 결정
손질하던 점심급식 재료 모두 폐기처분
학교 점심 급식 못해서 단축수업
학교측은 조리원 현원이 정원보다 1명이 더 있는데다, 하루 휴식 시간도 3시간으로 충분해 추가 그릇을 쓰는 게 무리한 요구는 아니라고 함
추천
0
공유",0,"문제가 조리원들 다짤라버리면 그 빈자리 채우기가 힘들다는거,  그걸아니 배짱인거죠",0,MLB_전체_KW1.csv,no,title
KOREA,2023-11-03,사라랜스,MLBPark,설거지,뻘글 온수로 설거지를 해야 하는 이유.jpg,"‌
추천
19
공유",19,이런건 누가 안알려줘도 알게되죠,0,MLB_전체_KW1.csv,no,title
KOREA,2025-06-01,아싸기분조,MLBPark,설거지,뻘글 이시언 군대에서 설거지 비누로 한게 말이 되나요?,"‌저도 세제로 했는데?
97군번인데
수세미썼는데
이시언은 쇼파 뜯어서 썼다네요
추천
0
공유",0,95. 빨래비누. 주워온 스펀지,0,MLB_전체_KW1.csv,no,title
KOREA,2024-02-16,Unknown,FMkorea,설거지,설거지 알바 구함,https://www.fmkorea.com/6728036491\n복사,0,많이도구했네,0,FM주식_kw1.csv,no,title
KOREA,2023-11-03,사라랜스,MLBPark,설거지,뻘글 온수로 설거지를 해야 하는 이유.jpg,"‌
추천
19
공유",19,하다못해 고기 불판도 펄펄끓는물에 담궈서 기름기 빼내고 식기세척기 돌리고 행궈낸후 세팅해놓고 손님들한테 나가는거 몰라서 안한다기 보다는 개인이 하는 사람은 몇없을듯,0,MLB_전체_KW1.csv,no,title
KOREA,2025-03-16,Unknown,FMkorea,설거지,하. 지인들 놀러와서 밥먹고가니 설거지가 산더미다데쑤...,귀찮다데쑤. .\n그릇 몇개없어서 설거지안하면 다음 밥 풀 그릇도 없어... 냥...,4,약수물로 설거지 드가쟈,1,FM주식_kw1.csv,no,title 
KOREA,2021-12-09,밥먹는크리스,DCinside,설거지,"설거지 알바 하면서느낀거,,",나없으면 레스토랑일안돌아감 ㅋㅋ내가 레스토랑통이된기분 노가다하는게더쉬움,0,,0,DC_new10_kw1.csv,no,title
KOREA,2021-10-24,Unknown,FMkorea,설거지,근데 진짜 여러분 식세기 사세요,돈아까워서 사는거 반대했었는데\n진짜 신세계임\n식사하고 설거지하느라 누군가의 시간을 안버려도 되서 좋고 요리할때 설거지느는거 걱정안해도 되서 좋음\n요리 자주 하시는 분들은 진짜 삶의 질 달라지는 거 느끼실거임,10,이재용의아이폰\nAs땜에 국산가야됨 ㅎ,0,FM주식_kw1.csv,no,title
KOREA,2020-03-21,릅신,DCinside,설거지,흙수저 천한 유전자 집 특징.txt,1. 똥휴지통 씀 2. 화장실에 뭔지 모를 더러움이 있음 3. 반찬통째 꺼내먹음 4. 사시사철 언제 가도 설거지통에 그릇 담겨있음 5. 높은 확률로 젓가락질 씹창임 6. 빨래다이에서 옷 직접 걷어 입음(안개킴) 7. 뭔지 모를 쿰쿰한 냄새 풍김 8. 집구석에 과자 라면 스팸 존나게 많음,1,개씹ㅎㅌㅊ흙은데 3뿐이노,0,DC_new8_kw1.csv,no,text
KOREA,2020-02-26,Unknown,FMkorea,설거지,아씨 설거지하다가 빡쳐버리네,"이게 왜 집에 있누 ㅋㅋㅋㅋ
당장 깨려다가 컵이 무슨 죄가 있냐 싶어서 고이 씻어둠",18,"검찰수호
윗댓 말처럼 문재인 잡혀갈 때까지 존버해서 포텐 갈 거임",0,FM정치_kw1.csv,no,text
KOREA,2022-02-08,ㅇㅇ (49.175),DCinside,설거지,자취할땐 설거지안하려고,반찬은 종이컵에담고 밥은 일회용접시에담음,0,,0,DC_new10_kw1.csv,no,text
KOREA,2022-11-07,연쇄살면자,MLBPark,설거지,음식 오랜만에 라면..  ㅇㅓ떤가요?,"순두부10라면
순두부는 아래에 숨어버렸고
설거지를 줄이기 위해 냄비째입니다.
추천
0
공유",0,국이 짜네요,0,MLB_전체_KW1.csv,no,text
KOREA,2022-12-22,뉴트럴,MLBPark,설거지,뻘글 라면을 끓여서 그릇에 담아 먹는게 이해가 안되요,"라면냄비채로 먹는게 설거지도 줄이고 효율적인데
세제도 적게 쓰니까 환경에도 좋구요
추천
0
공유",0,냄비의 열기가 라면을 푹익게 계속 만드는거 모르셨나보네..,0,MLB_전체_KW1.csv,no,title
KOREA,2024-06-10,witcher,MLBPark,설거지,일상 설거지 하면서 생긴일........gif,"Video 태그를 지원하지 않는 브라우저입니다.
추천
0
공유",0,우측하단 오븐 터진거 같네요. 오븐안에 알루미늄 그릇 넣어서 돌린듯요,0,MLB_전체_KW1.csv,no,comment
KOREA,2019-02-24,샨테,DCinside,설거지,애미패버렸다 씨발련,✋샨테✊☻ 보통 아줌마들은 설거지할때 달그락달그락소리나는데 이씨발련은 성질좆같아서 설거지할때 그릇깨지는소리나고 그음식물거름망도 쾅!!!!쾅!!!쾅!!!하고 싱크대에내리쳐서 터는데 진짜개좆같이시끄러운거야 진짜개씨발같아서 나와서 조용히좀해달랬더니 하는말이먼지아냐? 일도안하는놈이 어디서 그런소리야!!!설거지 니가할래? 집에서 아무것도안하는놈이 설거지가얼마나힘든데!! 이러길래 존나빡쳐서 집에서 아무것도안하면 피해줘도되냐? 이씨발련이 지가힘든거하면 남한테피해줄권리가생기는줄아네 하고 달려가서 방댕이에 불꽃킥날렸더니 쓰러져서 골룸처럼흐물대더라ㅋㅋ존나웃겨서유튜브에도올림 내 갤로그 절대 오지마,7,효자,0,DC_new7_kw1.csv,no,text
KOREA,2025-12-23,점포맘보,MLBPark,설거지,"펌글 [단독] 정부, 전국 장례식장 ‘다회용기 사용 의무화’ 추진","‌
https://n.news.naver.com/article/366/0001131978?sid=101
정부가 전국 장례식장에서 다회용기 사용을 의무화 하는 방안을 추진하고 있는 것으로 23일 전해졌다. 현재 서울의 5개 대형병원 장례식장에서 일회용기 사용을 막고 다회용기만 쓰게 하는 시범 사업이 효과가 있다고 판단한 데 따른 것이다.
기후에너지환경부는 전국 장례식장 다회용기 사용 의무화 방안을 ‘탈(脫)플라스틱 종합대책’에 담았다고 한다.
다회용기 위에다가 비닐 깔아놓고 대접하고 비닐 버리면 그게 그거 아님?
그게아님 저 많은 그릇을 설거지 할려면 사람 고용해야하는데 장례비도 오르겠지
추천
2
공유",2,좌빨들 장례식장 구내식당 사업에 진출하려고 각 잡고 있는거죠 ㅋㅋ 돈 꽤 됩니다 ㅋㅋㅋ,0,MLB_전체_KW1.csv,no,text
KOREA,2019-06-17,ㅇㅇ,DCinside,설거지,설거지할때 돼지기름개빡치네,찬물에 절때안씻겨져서 1차로빡치고 헹굴때 잘못하면 기름전염돼서 다른것들도 미끌돼서 3차로빡친다 내가이래서돼지고기싫어함,0,주방세제 잘쓰면 쉽다. 그리고 쇠에 나는 비린내는 과탄산나트륨을 녹인물로ㅠ제거 가능하고  - dc App,0,DC_new8_kw1.csv,no,comment
KOREA,2024-10-28,엽경염,MLBPark,설거지,고민상담 부모님이 한심해보입니다.,"안녕하세요, 30대 불페너입니다.
반복되는 부모님의 갈등을 보면서 한심하다는 생각이 듭니다. 누워서 침뱉기인 줄 알지만 답답해서 글 남겨봅니다.
1. 아버지는 자영업, 어머니는 가정주부였습니다. 그러나 아버지의 일거리가 현저히 줄면서 약 20년 전부터는 아버지가 살림, 어머니가 자영업을 하고 있습니다.
2. 최근 몇 년간 부모님의 갈등이 잦습니다. 보통은 어머니가 퇴근하거나, 출근하지 않는 날 제가 보기엔 사소한 것으로 다툽니다. (예를 들면, 집안 청소 상태가 마음에 안든다던지, 설거지 후 싱크대에 물기가 남아있다던지, 집안 물건 비치 위치가 어머니 마음에 안든다던지)
3. 아버지는 2.같은 상황들을 답답해하고, 특히 본인이 살림을 주로  하기 때문에 물건 위치 바꾸는건 하지 말라고도 하나, 바뀌는 건 없습니다. (어머니가 주로 후라이팬, 냄비 등 가재도구의 위치를 임의로 바꿔놓고 가고, 왜 그러느냐고 물어보면 그게 맞는 자리랍니다.)
4. 어제는 아버지가 과자를 드시고 식탁에 빈 봉투를 두었다는 이유로 어머니가 화를 내며 갈등이 시작됐습니다.
5. 어머니는 아버지에게 노후 준비를 하려면 10년 이상 일해야 하는데, 언제까지 일 안하고 빨대 꽂고 살거냐며, 나가서 대리운전이나 버스기사라도 하던지 아니면 죽으라고 말했습니다. 동생이 6년 넘게 취준 중인 것도 아버지 탓이고, 아버지가 일할때도 쥐꼬리만한 월급으로 생활하느라 힘들었다면서요.
6. 전에도 아버지는 현재 새로운 일을 해야 하지 않겠냐고 하면, 능력이 없다, 나이가 차서 할 수 있는 일이 없다고만 하니 의지가 없어보여 답답하기도 합니다.
7. 저도 노후 준비가 필요하다는 말엔 공감했고, 두분이 상의할 일이라고 생각했지만 말이 지나쳐 제가 제지를 하면서 어머니에게 언성을 높이고 상황은 끝났습니다.
7.  저도 언성 높인것은 백번 잘못한 일이라 생각은 듭니다. 아버지의 태도도 답답하고, 가족 구성원을 존중하지 않는 어머니의 언행이 반복되는 게 보기 싫고 스트레스가 됩니다.
결론: 같은 문제는 계속 반복될 가능성이 커보여 답답하고 어머니는 솔직히 집안 분위기 망치는 모습도 싫고 얼굴 보기도 싫습니다. 하지만 위 상황을 제가 해결할 방법은 없는 것 같아 답답하네요.. 그냥 신경 끄는 수밖에 없는걸까요?
추천
1
공유",1,그냥  집에서 일어나는 일상적인 일인듯 싶네요. 갈등도 아니고 그냥 일상적인 일임...,0,MLB_전체_KW1.csv,no,text
KOREA,2022-08-27,Unknown,FMkorea,설거지,하룻밤만에 4천 넘게 잃고 일당 9만원 설거지 알바 꾸역꾸역 나가는 내 인생이 레젼드,"난 원래 토요일을 제일 싫어함. 야간근로 끝나고 쉬지않고 주말 알바 가야하는 날이거든.\n하지만 그중에서도 참 오늘은 참..\n하룻밤에 4,5천 잃고 9만원 벌겠다고 꾸역꾸역 발걸음을 옮기는게..\n우습다 우스워 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ",88,킹비디아\n2억5천몇백이 총 시드였는데 2억5천 박았어요. 풀베팅 했다 폭망했네요,0,FM주식_kw1.csv,no,title
KOREA,2025-06-04,pirrr,MLBPark,설거지,뻘글 라면 끓여주는 기계 써 보신분?,"‌
어제 구입해서
어제랑 오늘 두번 해 먹었는데
아주 만족
사실 배달 시켜 먹는 이유중에 귀찮아서가 가장 큰데
라면만 넣고 버튼 누르면 완성된 라면이 나오고 (물 끓인 다음에 다시 붓고 기다려야 되는 컵라면 보다도 훨씬 간편)
맛도 더 좋고 (한강 라면맛)
설거지도 안해도 되고
지금까지는 대만족
근데 뭐든 사자 마자는 굉장히 좋았으나 시간이 지나면 별로 사용 안하게 된 경험이 있어서 (ex 커피머신)
앞으로 어떻게 될지는 모르겠네요
혹시 장기간 사용해 보신분?
추천
0
공유",0,아 기계가 설거지를 해주는건 아니군요,0,MLB_전체_KW1.csv,no,text
KOREA,2023-05-12,볼빨간삼춘기,MLBPark,설거지,문화 옛날에 일했던 ㅈㅅ도 아닌 직장 복지 수준,"점심메뉴는 반찬집에서 도시락 반찬만 시켜서 먹음
밥은 밥값 아깝다고 회사에서 밥 지어서 먹음. 밥먹고 설거지도 해야 함.
그거 먹으면서 사장이 일 이야기하고 매출이 어쩌고 저쩌고...안그래도 맛없는 밥 모래 씹는 느낌, 가끔 매출 안나온다고 밥 먹다가 성질냄.
밥 먹고 나면 점심시간 끝. 점심 시간 없이 그냥 계속 일하는 분위기.
명절에 상여금 없음. 보너스 그런 것도 없음
추천
0
공유",0,많이 배우고 갑니다 ㅎㅎㅎㅎㅎㅎ,0,MLB_전체_KW1.csv,no,text
KOREA,2020-06-19,Unknown,FMkorea,설거지,식기세척기는 삼성거 사야겟다,Video 태그를 지원하지 않는 브라우저입니다.\n설거지 싹싹하자나,6,삼중우는 전설이다,1,FM주식_kw1.csv,no,title
KOREA,2023-08-16,Unknown,FMkorea,설거지,설거지로봇 개발안되나 아,이과놈들아 뭐하냐,14,식기세척기는요;,0,FM자유_kw1.csv,no,comment
KOREA,2021-09-26,김무명,DCinside,설거지,비싼 그릇은 설거지 하기도 편하냐,다이소에서 산 그릇 밥풀 왜캐 안떨러져,0,아,0,DC_new10_kw1.csv,no,title
KOREA,2024-03-22,Unknown,FMkorea,설거지,설거지<은근재밌음,그릇 닦고나서 뽀드득 뽀드득 소리나면 그게 극락이지,3,음,1,FM자유_kw1.csv,no,text
KOREA,2018-08-24,ㅇㅋ (175.223),DCinside,설거지,요즘 무조건 거르는.... 배달음식집...jpg,"좆회용 용기' 이거 쓰는 새끼들 집은 무조건 거름 좆회용 용기 쓰는 이유가 그냥 지들 설거지, 그릇 수거 귀찮으니까 직무유기하고 손님한테 모든 책임 떠넘기는거 그 이상 그 이하도 아님. 게다가 거의 대부분의 음식점은 배달비에 최소배달 조건까지 내걸고 판매하고 있어서 대부분 15000은 넘어감. 근데 좆회용 용기? 씹창렬이나 다름없음 걍 장사할 마음이 없다는거 ㅇㅇ 차라리 그릇 씻어서 주는게 낫지 일회용 그릇 쓰면 건강에도 수십배 안좋음 플라스틱 써서 환경에도 안좋고 이거 쓰는 집은 절대 시키지마라 돈낭비 ㅇㅇ",330,나 금수저인데 일회용기가 더 깨끗하다. 짱게들 설거지 제대로 하겠냐? 지들이 먹을 것도 아닌데,0,DC_new7_kw1.csv,no,text
KOREA,2022-04-26,스나이퍼갑 (211.197),DCinside,설거지,사진 한장으로 혈압 올릴 수 있는 방법,"요약: 1짤은 ""남혐이 가득한~"" ㅇㅈㄹ이고 2짤은 바람핀년도 위자료 받을 수 있다고 선동하는 짤 한녀와의 결혼은 마지막에 먹은놈이 하는 설거지 한녀랑 586 딜러새끼들은 우리랑 같은 동료시민이 아니다 한녀와의 유사결혼 후 이혼하는 것은 도축당하는 것이다 여기 나라 아니다 ㅅㅂ 독립 왜했노? ㅈ같은 한녀민국 ㅉㅉ 한녀 가성비: ""해줘""세대, 가스라이팅 ㅈ됨, 친자불일치 40퍼, 낙태 150만명, 스시녀보다 가슴작은 소슴소젖에 허리둘레 8cm 두꺼움, 한남 성병 5배, 스시녀 대비 성무고 500배, 결혼 시 3천 미만 들고옴, 전업주부 어린이집 이용률 개 씹높음, 대다수가 무쌍에 좆같이 생김, 원정성매매 세계 2위, 10000명 중 9999명이 꼴페미&페미에 묻어감, 군대 비하, 감사지수 수치 세계 최저통계, 물질만능주의, 우울지수 세계 최고 통계, 세계유일 출산후 산후조리원 입원 성매매(유사성매매포함) 를 해본경험이있다 63.4% 그저... 대단하다! K-정자수집기!!!",552,바람피고도 위자료 받는거 ㄹㅇ 현실임 야나갑 말대로 기울어진 법전이라,0,DC_new10_kw1.csv,misogyny,text
KOREA,2021-10-29,ㅇㅇ (223.39),DCinside,설거지,설거지남 오열... 제대로 뼈때려버리는 만화......jpg,"""그래도 행복하시죠?""",587,니 주변 아재랑 친하질 않아서 그래. 친해진다음 술자리에서 결혼생활 어떠냐고 물어보면 바로 각나옴.,0,DC_new10_kw1.csv,misogyny,title
KOREA,2022-03-05,스나이퍼갑 (211.197),DCinside,설거지,주갤문학) 마장동탄 도축론 ㄷㄷㄷㄷㄷㄷ,"대충 간단 요약 한녀와의 결혼은 마지막에 먹은놈이 하는 설거지 수준에서 그치지 않고 밑짤에 나오듯이 소새끼마냥 도축당한다는 내용 ㅇㅇ 글이 ㅈㄴ 길어도 앵간하면 다 읽어보는거 추천한다 왜? 썅년부 모니터링단 한녀 씹새끼들이 주갤 도축론 념글 싹 짜르고 있어서 가져와봤음 이게 딜이 존나 극딜 수준으로 박힌다는 반증이거든 ㄹㅇ 이것도 실베 갈때까지 복습업처럼 시간 날때마다 올릴 예정이다 실베 꼭 갈수있게 많은 호응 간절히 앙망한다 이기 도축을 피해 도망가는 한남.. 결국 다시 잡혀서 도축당하러 감(이혼소송 가정법원) 도축장(가정법원)에서 도축 확정(위자료 지급 판결) 나니까 피눈물 쏟는 모습.... 부동산, 현금, 차, 양육권, 위자료, 부모님 유산 등 알뜰살뜰하게 한남을 도축하는 한녀 어느 한 부위도 빼먹지 않고 알뜰하게 도축하는 한녀의 모습.... 한녀의 피도 눈물도 없는 악랄한 작태를 보고 '아... 전업주부로 살았을 때도 이렇게 알뜰살뜰 했으면 얼마나 좋았을까' 라고 생각하는 한남... 한번 더 강조한다 한녀와의 결혼은 마지막에 먹은놈이 하는 설거지이고 한녀랑 걸레같이 이놈저농 정ㅇ이나 받아내서 낙태를 즐기는 연탄자살, 침수차랑 동급인 한녀 씹새끼들 같은 악성재고 팔아치우는 양아치 쓰레기 586 딜러새끼들은 우리랑 같은 동료시민이 아니다 이혼이라는 명목으로 도축당해서 재산 강탈당하고 싶으면 열심히 한녀 씹새끼들 설거지하렴 병신 흑우 장애 무뇌 물소 야붕이 한남충 새끼들아^^ 내가 ㅆㅂ 이쯤이면 오기가 생긴다 ㄹㅇ 맨날 나보고 여혐충이라고 까는 물소새끼들 보면 이 개새끼들 나중에 한녀 설거지해서 도축당하고 피눈물 흘릴 때 꼭 앞에서 삿대질 하면서 개쪼개주고 싶어서라도 계속 야념올린다 씹새들아 조선족? ㅈ까 씨발 내가 꿈속에서 시진핑이랑 모택동 애미애비 새끼들 6974892 조각으로 토막친게 523518번이야 ㅅㅂ 그저... ㅈ같다! Korean Fucking Cunt!!!",416,소고기를 먹고 소에게 감사하는 사람을 본적이 있나?  - dc App,0,DC_new10_kw1.csv,misogyny,text
KOREA,2021-10-24,문틀러,MLBPark,설거지,사회 극과 극은 통한다 - 도태남녀들의 특성,"도태남은 설거지 퐁퐁남들 욕하고
도태녀는 흉자련들을 욕하죠
거기다 무슨 말을 해도
귓구멍을 용접했는지 똑같은 말만 반복하구요
성별만 다를 뿐이지 데칼코마니처럼 똑같은 애들입니다.
다들 불쌍하니까 부들부들하면서 글써도
덕담 한마디씩 해주자구요
추천
0
공유",0,여보 쉰소리 그만하고 설거지 끝났으면 가서 음식물쓰레기나 버리고 와,0,MLB_전체_KW1.csv,misogyny,text
KOREA,2022-04-17,스나이퍼갑 (211.197),DCinside,설거지,검머외나 다름없는 한녀 고백 거절한 한남의 썰,요약 외국에서 돌아온 사회성 제로 개독년 고백 거절했다가 잠깐 곤욕겪고 시마이친 한남의 썰 한녀와의 결혼은 마지막에 먹은놈이 하는 설거지 한녀랑 586 딜러새끼들은 우리랑 같은 동료시민이 아니다 한녀와의 유사결혼 후 이혼하는 것은 도축당하는 것이다 하도 어이가 없어서 말이 안나오노ㅋㅋ 일찍 손절친 그대의 판단에 경의를 표합니다^^ 그저.. 대단하다! K-자폐싸개!!!,512,칼맞고싶냐 ㄹㅇ,0,DC_new10_kw1.csv,misogyny,text
KOREA,2021-10-24,ㅇㅇ (218.54),DCinside,설거지,퐁퐁단 1승.....설거지론 반박 떴다......JPG,젊었을때 키 크고 잘생긴 남자랑 불같은 사랑한 것도 맞고 결혼은 못생겼지만 안정적인 남편이랑 한 것도 맞지만 그건 젊었을 때 이리저리 치이다 '사랑의 방식'이 바뀐거지 결코 순진남을 속이려한건 아니라고 함 ㅇㅇ.... 그리고 상대방의 성적 매력은 줄어든게 맞으니까 여자 성욕이 떨어지는건 어쩔수 없다고 하네 ㅇㅇ 뭘 얼마나 치이고 살았길래 사랑의 방식이 그렇게 갑자기 바뀌는진 모르겠다만 퐁퐁단은 일단 사랑받는게 맞다고 하니 안심하자구 ㅇㅇ,2566,"사랑의 방식이 바뀌었겠지 사육 으로 ㅋㅋㅋ
노예를 결혼이라는 울타리에 가두고
돈을 빼먹는거임",0,DC_new10_kw1.csv,misogyny,title
KOREA,2022-04-26,스나이퍼갑 (211.197),DCinside,설거지,성범죄 무고마인드가 기본으로 탑재되있는 한녀,3줄요약 1. 술에 꼴아버린 한녀를 데리고 모텔간 한남 2. 한녀는 깨고나서 강간 의심하고 개지랄남 3. 까고보니 한남이 한녀 오줌싼거 뒷처리 해준걸 녹음함 한녀와의 결혼은 마지막에 먹은놈이 하는 설거지 한녀랑 586 딜러새끼들은 우리랑 같은 동료시민이 아니다 한녀와의 유사결혼 후 이혼하는 것은 도축당하는 것이다 지가 지 몸가짐 병신같이 해놓고 엄한 사람 의심하는거 봐라 ㅉㅉ 한국년들은 그냥 홀로코스트가 답이다 뭐만하면 성무고로 한남 인생 망칠 생각만 하노ㅋㅋ 내 개인적인 소원이 ㄹㅇ 종북좌파 빨갱이들이랑 한녀들 멸절하는거다 5년 안에 출산률 0.3명까지 떨어졌으면 존나 좋겠음 그저... 지랄났다! K-강간무새!!!,726,섹스도 못하는 남사친은 왜 하는거냐? 존잘남에게는 1초만에 대 줄텐데 오줌싼 속옷 빨아줘도 성폭행의심 ㅋㅋㅋㅋㅋ,0,DC_new10_kw1.csv,misogyny,text
KOREA,2021-10-26,ㅇㅇ (180.69),DCinside,설거지,설거지론 = 처녀론은 아니지만 순결론은 맞잖아 ㅋㅋ,요즘 시대에 처녀까진 못 바라겠고 최대한 순결했으면 좋겠다는 거 아님? 그게 아니면 과거에 누가 먹었든 무슨 상관임? 내가 좋아서 결혼하겠다는데,0,우기는건니고,0,DC_new10_kw1.csv,misogyny,title
KOREA,2021-10-27,오징어연,MLBPark,설거지,보배드림 퐁퐁남(?)jpg,"보배드림 설거지론
추천
3
공유",3,사준거자나요 카드로 산거 결제대금내준게 아니라 그 차이가 크죠. 와이프가 고맙다고 하면 그만임,0,MLB_전체_KW1.csv,misogyny,title
